text1,text2
kluft showed impressive early-season form on tuesday in stockholm s ge galan meeting  winning the sprint hurdles  the long jump and the 400m.,"mp attacked by muggers in kenya an mp has had more than £600 and his passport stolen after being mugged by six men in a park in kenya.
mr davies  60  said the mugging occurred 100 yards from the nairobi serena hotel and equally close to the anglican cathedral in the centre of the city at dusk."
"scotland are not blessed with quality players with experience at the top level  so smith will have to get the best out of meagre resources.
characters like souness  ferguson and current ibrox manager alex mcleish all cite smith s experience and his expansive knowledge of the scottish game.
but it should be remembered vogts came to scotland with an impressive curriculum vitae - a world cup winner as a player and a european championships winner as a manager.","with no modem installed in her computer  she had to borrow internet access from friends or use the dial-up connection on her daughter s laptop  so she had to choose between copying her files onto her usb memory card or accepting a slower and flakier net connection.
but she did not  because having fast  always on  and easy access to the net has become part of the routine of her daily life  and when it was taken away it was too much effort to go back to the old ways of doing things.
according to ofcom there were almost four million broadband users in the uk in april 2004  and numbers are climbing fast.
more and more of these broadband users are beginning to mould their daily lives around the availability of broadband internet connections  and they too will find it difficult to cope if they cannot get online for any reason.
they encourage other people to get broadband so that they can share digital photos and do all of the other things that need fast and reliable connectivity.
but speed is only a small part of the attraction of broadband  and when it comes to checking websites for film times  looking at weather forecasts  or all of the other small things that make a real difference to the routines and habits of our daily lives  even uk speeds are sufficient."
"ms druyun is currently serving a nine month sentence for favouring boeing when awarding lucrative contracts.
ms druyun had talks with mr sears in october 2002 about working for boeing  while she was still a top procurement official within the pentagon.
ms druyun admitted that she had steered multi-billion dollar contracts to boeing and other favoured companies.",musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.
"a survey of 280 schemes by incomes data services  (ids) said employer contributions had increased from £5.5bn to £8.2bn a year  a rise of 49.7%.
the rising cost of maintaining such schemes has led many employers to replace final salary schemes with money purchase  or defined contribution  schemes.
helen sudell  editor of the ids pensions service  said the rise in contributions was  staggering  and the highest ever recorded by ids.","if paula s last experience of the year had been athens  it would have been very difficult to look forward with any optimism.
i was speaking to paula in the lead-up to this race and she said that in many ways she was facing a no-win situation.
and a lot of people were wondering what would happen if paula was forced to drop out of this race  as she did in the marathon and 10 000m in athens.
now paula will take part in the run london 10km race in london at the end of the year  have a well-earned rest over christmas and go into next year with a lot of optimism."
while the melancholy hit topped the uk poll  europeans favoured queen s more upbeat anthem the show must go on as their first choice.,"the tories criticised the lib dem stance  saying mr oaten had initially said he accepted mr blunkett s word unless further evidence emerged.
but lib dem officials say mr oaten was speaking when an inquiry was under way and was avoiding rushing to judgement."
"but mr balls  a prospective labour mp  said he was confident the chancellor would meet his fiscal rules.
mr balls  who stepped down from his treasury post to stand as a labour candidate in the election  had suggested that mr brown would meet his golden economic rule -  with a margin to spare .
mr balls refused to say whether mr brown would remain as chancellor after the election  amid speculation he will be offered the job of foreign secretary.
i think that gordon brown wants to be part of the successful labour government which delivers in the third term for the priorities of the people and sees off a conservative party that will take britain backwards   mr balls told today.","double injury blow strikes wales wales centre sonny parker and number eight ryan jones will miss saturday s game with italy because of injury.
meanwhile  mike ruddock may make gavin henson his first-choice kicker in rome."
"industrial output rose 2.1% - adjusted for the time of year - in january from a month earlier.
weaker exports  normally the engine for japan s economy in the face of weak domestic demand  had helped trigger a 0.1% contraction in the final three months of last year after two previous quarters of shrinking gdp.","plan to give elderly care control elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.
ministers say elderly and disabled people themselves  not social workers  should be able to decide on their care and stay in their own homes.
they also want to set up a new  half-way house  where social workers tell people how much money is available for their care and help them choose how to spend that  individual budget .
the tories say people who pay for three years  long-term care directly or through insurance should be guaranteed free care for the rest of their lives."
"according to a new book  brown s britain  mr blair went back on a pledge to make way for mr brown after cabinet allies intervened in june 2004.
mr blair said the claims were  reheated from six months ago  and that he was concentrating on running the country.
according to mr peston the prime minister said:  help me to get through the year and i will then stand down.
but  in a wide-ranging bbc interview covering issues such as the asian tsunami disaster  the middle east peace process and northern ireland  mr blair said:  when you get to the top in politics you get this huge swell around you.
former welfare minister frank field mp said the prime minister should sack mr brown  but did not believe mr blair was strong enough to do so.","the paper said chinese officials had been irritated by rover s disclosure of its talks with shanghai automotive industry corp in october.
the proposed deal was seen as crucial to safeguarding the future of rover s longbridge plant in the west midlands."
"howard pitches for uk ethnic vote michael howard is to make a pitch for britain s ethnic vote urging people who feel  taken for granted  by tony blair to vote conservative.
lib dem president simon hughes branded mr howard  arrogant and wrong  for claiming the tories were the  natural party  for britain s ethnic minorities.","government lawyers said they would ask the full us court of appeals for the district of columbia to hear the case.
the tobacco companies denied the charges  saying that they never illegally conspired to promote smoking and fool the public.
prosecutors contend that executives from the major tobacco firms met and agreed to present a unified strategy denying the harmful effects of smoking."
"paris promise raises welsh hopes has there been a better six nations match than saturday s epic in paris   and can the welsh revival continue all the way to a first grand slam since 1978  those are the two questions occupying not just wales supporters but rugby fans as a whole after a scintillating display in paris.
but since they threw off the shackles against new zealand in the 2003 world cup  wales have rediscovered much of what made them a great rugby nation in the first place.
the  joie de vivre  so evident in that magical second-half spell in paris also stems from a style of play that first wooed supporters the world over in the 1970s.
if england had half the innate attacking exuberance wales have produced in this championship  they would not be contemplating the debris of three consecutive defeats.
similarly  wales have learnt that style alone does not win matches  and that forward power  mental toughness and good decision-making under pressure are equally important.","the force is strong in battlefront the warm reception that has greeted star wars: battlefront is a reflection not of any ingenious innovation in its gameplay  but of its back-to-basics approach and immense nostalgia quotient.
the sights  sounds and protagonists on show here will all be instantly familiar to fans  who may well feel that the opportunity to relive star wars  most memorable screen skirmishes makes this the game they have always waited for.
speaking of noise  battlefront is a real testament to the strength of the star wars galaxy s audio motifs.
it has to be said if the game did not have the boon of being star wars  it would not stand up for long.
whilst it is firmly designed with multiplayer action in mind  battlefront is actually perfectly good fun as an offline game."
one of the few blair-era ministers to serve under jim callaghan  he was given the agriculture portfolio when labour regained power in 1997.,"more women turn to net security older people and women are increasingly taking charge of protecting home computers against malicious net attacks  according to a two-year study.
the number of women buying programs to protect pcs from virus  spam and spyware attacks rose by 11.2% each year between 2002 and 2004.
it is thought that 40% of those buying home net security programs are retired.
the study predicts that 40% of all home pc net security buyers will be women in 2005.
by the end of the year it is thought that more than 30% of uk homes will have broadband net access."
"england 17-18 france england suffered an eighth defeat in 11 tests as scrum-half dimitri yachvili booted france to victory at twickenham.
but charlie hodgson and barkley missed six penalties between them  while yachvili landed six for france to put the visitors in front.
but a probing kick from france centre damien traille saw mark cueto penalised for holding on to the ball in the tackle  yachvili giving france the lead with a kick from wide out.
barkley also missed two longer-range efforts as the first half drew to a close  but by then england had scored a second converted try.
and after seeing another attempt drop just short  yachvili put france ahead with his sixth penalty with 11 minutes left.
j robinson (capt); m cueto  j noon  o barkley  j lewsey; c hodgson  h ellis; g rowntree  s thompson  p vickery; d grewcock  b kay; j worsley  l moody  m corry.","bush to outline  toughest  budget president bush is to send his toughest budget proposals to date to the us congress  seeking large cuts in domestic spending to lower the deficit.
the wars in iraq and afghanistan  increased expenditure on national security after 9/11 and the 2001 recession wiped out the budget surplus inherited by president bush in 2001 and turned it into a record deficit.
president bush s proposals would see the pentagon s budget rise by $19bn to $419.3bn while homeland security would get an extra $2bn.
the budget does not include the cost of running military operations in iraq and afghanistan  for which the administration in expected to seek an extra $80bn from congress later this year."
"campbell s relay triumph made up for his disappointing displays in the individual 100m and 200m events in athens  when he failed to reach the finals.
the 31-year-old  who won olympic 200m silver in sydney in 2000  said during the games that a hamstring injury had stopped him from running at his best.
to go to athens and finally get the gold i ve been trying to get for 24 years was a big relief   said campbell.","mr ebbers is on trial for fraud and conspiracy in relation to worldcom s collapse in 2002.
mr sullivan has spent two days being cross-examined by lawyers for former worldcom chief executive mr ebbers.
mr sullivan  42  has already pleaded guilty to fraud and will be sentenced following mr ebbers  trial  where he is appearing as a prosecution witness."
"the eu s own institutions have noted the uneven way eu customs rules are applied but failed to act  the us trade representative s office said.
explaining why it has asked the wto to set up a dispute settlement panel on customs barriers  the us trade representative s office said that it wants to tackle the issue  early in the eu s process of dealing with the problems of enlargement .
although the eu is a customs union  there is no single eu customs administration   a statement issued on behalf of robert zoellick  us trade representative  said.",the boix-vives family is thought to have spent the past couple of years sounding out possible suitors for rossignol  which also makes golf equipment  snowboards and sports clothing.
"video phones act as dating tools technologies  from e-mail  to net chatrooms  instant messaging and mobiles  have proved to be a big pull with those looking for love.
hundreds have submitted a mobile video profile to win a place at the world s first video mobile dating event.
dating services and other more adult match-making services are proving to be a strong stream of revenue worth millions for mobile companies.
whether it does actually provide an interesting match for video phone technologies remains to be seen.
there are currently about 1.3 million video phones in use in the uk and three times more single people in britain than there were 30 years ago  with more people buying video mobiles  3g dating could be the basis for a successful and safe way to meet people.
one of the problems with video phones is people don t really know what to video.
so checking out a potential date by video phone also gives singletons a different kind of barrier  an extra layer of protection; a case of wlts before wltm.
with money being made through more adult-themes content and services which let people meet and chat  the revenue streams for mobile carriers will grow with 3g  thinks paolo pescatore mobile industry specialist for analysts idc.","melzer shocks agassi second seed andre agassi suffered a comprehensive defeat by jurgen melzer in the quarter-finals of the sap open.
melzer has now beaten agassi in two of their three meetings.
and agassi  who was more than matched for power by his opponent s two-handed backhand  said melzer was an example of several players on the tour willing to take their chances against him."
"speak easy plan for media players music and film fans will be able to control their digital media players just by speaking to them  under plans in development by two us firms.
scansoft and gracenote are developing technology to give people access to their film and music libraries simply by voice control.
users will also be able to get more information on a favourite song they have been listening to by asking:  what is this   portable players are becoming popular in cars and a number of auto firms are working with apple to device interfaces to control the firm s ipod music player.","eu software patent law faces axe the european parliament has thrown out a bill that would have allowed software to be patented.
also earlier this month the influential european legal affairs committee (juri) said the law should be re-drafted after it failed to win the support of meps."
"a £1.3bn offer from deutsche boerse has already been rejected  while euronext has said it will make an all cash bid.
however  the sunday telegraph report added that there are signs that deutsche boerse chief executive werner seifert is becoming increasingly impatient with the lse s managed bid process.
the newspaper also claimed mr seifert was becoming  increasingly frustrated  with the pace of negotiations since deutsche boerse s £1.3bn offer was rejected in mid-december  in particular the lse s decision to suspend talks over the christmas period.","dvd review: spider-man 2 it s a universal rule that a film can either be a superhero special effects extravaganza or it can be good.
the other universal rule is that dvds of superhero films will have making of features only about the effects.
the films look well transferred to dvd  though none has extras."
"viewers to be able to shape tv imagine editing titanic down to watch just your favourite bits or cutting out the slushier moments of star wars to leave you with a bare bones action-fest.
new media for a new millennium (nm2) will have as its endgame the development of a completely new media genre  which will allow audiences to create their own media worlds based on their specific interests or tastes.
the three-year project will work on seven productions as it develops a set of software tools that will allow viewers to edit content to their needs.
at the moment we have interactive gaming and a limited form of interactive tv which usually means allowing audiences to vote on shows.
it will also be important that the tools are sophisticated enough to obey the complex rules of cinematography and editing said john wyver  from tv producer illuminations television limited  which is also involved in the project.","yukos heading back to us courts russian oil and gas company yukos is due in a us court on thursday as it continues to fight for its survival.
deutsche bank  which is also an advisor to gazprom  has called on the us court to overturn its decision to provide yukos with bankruptcy protection.
the litigation risks are real   said credit suisse first boston analyst vadim mitroshin the dispute with the russian authorities is partly driven by president putin s clampdown on the political ambitions of ex-yukos boss mikhail khodorkovsky."
"branson show flops on us screens entrepreneur sir richard branson s us tv show  the rebel billionaire  is proving a flop in the ratings.
the rebel billionaire has marketed itself as a less materialistic version of the apprentice  with sir richard shown jumping out of a taxi  while trump is seen in a limousine.","election  could be terror target  terrorists might try to target the uk in the run-up to the election  london s most senior police officer has said.
sir ian blair said terror groups would remember the effect of the madrid bomb on spain s general election last year.
sir ian told a meeting of the metropolitan police authority it would be  unwise  to speculate about whether there was specific information about risks of a pre-election attack.
sir ian said the debate over anti-terror plans was one for politicians  not the police  who would enforce any new powers.
asked about sir ian s comments  the prime minister s official spokesman said:  we believe the threat is real."
musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.,"fred hasson  head of tiga  which represents independent developers  said that more uk firms would go under due to greater risks in making new titles.
he said there were about 150 independent developers left in the industry and more were likely to close.
mr hasson said the industry was predicting that developments costs and teams were likely to need to double in order to cope with the demands of the new machines.
as consoles get more powerful  the content gets more detailed and that means more cost   said gary dunn  development director at codemasters  which develops games in house and also publishes titles.
mr hasson said games developers were beginning to realise that they had to be more  business-like ."
"film star fox behind theatre bid leading actor edward fox is one of the men behind plans to reopen a swansea theatre thought to be wales  oldest.
they will set up a charity to raise money to buy the palace theatre  and hope to reopen it to audiences in summer 2006.
he was brought on board to save the theatre by mr palmer  a long-standing friend of 40 years.
two years ago i decided to return to swansea and do something for the city   said mr palmer.","nearly two thirds of people with tb are born abroad   said mr howard.
the proposals include:  - people coming to the uk from outside the eu for between six and 12 months from a  high incidence tb country  will have to undergo a chest x-ray.
- the tests will include a health check  chest x-rays for tb (except for children and pregnant women) and tests for hepatitis and hiv for over 16-year-olds.
immigration minister des browne quoted its five-year plan for immigration and asylum  as saying:  we are implementing our existing powers by targeted health screening for tb in high-risk areas at the entry clearance stage.
in fact  it would be more likely to drive people with health conditions to falsify tests while others gain entry by simple dint of their eu status   she said."
ivanovic seals canberra victory serbia s ana ivanovic captured her first wta title with a straight-sets victory over hungarian melinda czink in the final of the canberra classic.,"ireland coach eddie o sullivan appears to have done that quite successfully in the run-up to this season s six nations championship.
but  like o sullivan  he was well within his rights  particularly when you are talking about the national side and pride that goes along with it.
bar keith gleeson who is just returning from a broken leg  everyone of o sullivan s squad is fit  fresh and standing at the oche ready to launch this season s campaign.
but i doubt whether o sullivan is going to gloat about the handling of his players.
but o sullivan s side are very capable of proving a salient point this season.
o sullivan has kept faith and displayed loyalty to his players  and they have repaid him in spades ..."
"douglas set for indian adventure actor michael douglas is to co-produce and star in an adventure film about a diamond robbery set in india.
shailendra singh  the founder of india s percept films  said there would be  a lot of india  in the movie - and that an indian train would play a big role.","but now he has pulled out with a bruised knee and is likely to be replaced by carragher  alongside brown.
king was forced to pull out after his groin injury was assessed by england s medical staff."
"redford wanted sundance to be a platform for independent film-makers  but the commercial success of many showcased films have led to criticism that the festival is becoming too mainstream.
people started to say we had gone mainstream and hollywood  but actually hollywood came to us because suddenly there was good business in independent film   he adds.
redford wants the festival to encompass viewpoints he believes the american media fails to reflect  particularly how the us is perceived internationally.
but redford knows this and started the sundance tv channel in an effort to reach a wider audience.
sooner or later we will do away with those stereotypical labels and people will say  it s just a film by so-and so .",bosvelt optimistic over new deal manchester city s paul bosvelt will find out  within a month  whether he is to be offered a new one-year deal.
"schrader was replaced by director renny harlin who made a new version of the film which debuted in 2004.
as well as replacing schrader with harlin - the director behind die hard 2 and cliffhanger - the producers also changed most of the cast  but swedish star skarsgard stayed in the merrin role.","brit awards for devon music acts devon singer joss stone and rock band muse won coveted brit awards during the event s 25th anniversary.
seventeen-year-old stone  from near cullumpton  won two awards: best british female act  and best urban act out of three award nominations.
muse  whose members met in south devon  beat franz ferdinand  jamie cullum  kasabian and the libertines for best british live act.
after beating amy winehouse  jamelia  natasha bedingfield and pj harvey to the best british female prize  joss stone said:  i don t know what to say."
"slimmer playstation triple sales sony playstation 2 s slimmer shape has proved popular with uk gamers  with 50 000 sold in its first week on sale.
the title broke the uk sales record for video games in its first weekend of release.
the figures mean sony is reaching the seven million barrier for uk sales of the console.
both have hit crucial price points at around £100 and that really does open up new consoles to new audience  plus the release of two really important games in terms of development are also driving those sales   said mr houlihan.","brewers  profits lose their fizz heineken and carlsberg  two of the world s largest brewers  have reported falling profits after beer sales in western europe fell flat.
despite the dip in profits  heineken s sales have been improving and total revenue for the year was 10bn euros  up 8.1% from 9.26bn euros in 2003.
carlsberg  the world s fifth-largest brewer  saw annual pre-tax profits fall to 3.4bn danish kroner (456m euros)."
"but that status quo was changed forever - or for the next 15 years at least - by a deal earlier this year when espn sold ea the rights to its tv branding and on-air talent  meaning the espn games presently developed by sega will have to come to and end in their present form.
so  will the sega - espn range be missed  a key reason for answering  yes  is that liking or disliking a sports game regularly comes down to personal taste  and having some options available always proves hugely handy.
on the same note  the espn 2k5 and ea sports games have so little to choose between them that picking favourites will come down to players  personal preferences and spending budget rather than any technical elements.
the espn games are a touch more arcade-like in look and feel and are slightly easier to get into  although like their rivals  they also offer a dizzyingly-extensive array of in-game tricks and overall challenge modes that should be enough to quench thirsts of even the most die-hard of sports fans.","greek duo cleared in doping case sprinters kostas kenteris and katerina thanou have been cleared of doping offences by an independent tribunal.
kenteris  31  and thanou  30  had been charged with avoiding drug tests in tel aviv  chicago and athens and failing to notify anti-doping officials of their whereabouts before the olympics.
the head of that tribunal  kostas panagopoulos  said it had not been proven that the athletes refused to take the test in athens.
this evidence shows mr kenteris was never asked to submit to a test by the international olympic committee so he could not possibly have been guilty of deliberately avoiding one."
"us economy shows solid gdp growth the us economy has grown more than expected  expanding at an annual rate of 3.8% in the last quarter of 2004.
in the january-to-march quarter  the economy is expected to grow at an annual rate of about 4%  economists forecast.","the united board have already made an offer to renew the contract but i m trying not to think about it   he told the news of the world.
i m happy but nobody knows the future."
"around 23 million britons will miss out on a wide range of essential services such as education and medical information  predicts the report by telecoms giant bt.
although the percentage of britons without home access will have fallen slightly  those that remain digital refuseniks will miss out on more  the report suggests.
as more and more everyday tasks move online and offline services become less comprehensive  the divide will become more obvious and more burdensome for those that have not got net access  it predicts.
optimists who predict that convergence and the emergence of more user-friendly technology will bridge the digital divide could be way off mark  the report suggests.","we are benefiting from our growth initiatives and an excellent global economy   said ge s chief executive jeff immelt.
ge said orders in the fourth quarter were 15% higher than in the same period of 2003   with growth across the board ."
"retail sales show festive fervour uk retail sales were better than expected in november as christmas shoppers began their seasonal flock to the high street  figures show.
however  recent data from the british retail consortium showed a 0.2% slip in high street sales during november.","spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests.
the research  which covered 6 000 people in six countries and their attitudes towards junk e-mails  revealed that brazilians were the most likely to read spam.
a third of them read unsolicited junk e-mail and 66% buy goods or services after receiving spam."
"the kids will ask:  what am i doing there    lta chief executive  john crowther  added:  the relationship that jimmy s already started to develop with the coaches and the players has said to us that we d like some more of it.
we want to use jimmy for a number of weeks a year and we hope this is the beginning of a good long-term relationship.
speaking from la manga  lta performance director david felgate told bbc sport:  jimmy was fantastic with the players and the coaches  and very humble considering what he s achieved.
he worked through the coaches and hopefully it will grow and he ll get to have more of an individual relationship with some of the players and get to know them.","gallas sees two-horse race chelsea s william gallas believes they will battle it out with arsenal for the premiership in the coming months.
you need a bit of both but it will be as hard for the arsenal players as it is for the chelsea boys.
and the french international defender believes mourinho is perfectly suited to boss the squad of chelsea stars and says his managerial expertise will prevent any player revolt."
"a second-half try from captain brian o driscoll and 14 points from ronan o gara kept ireland on track for their first grand slam since 1948.
in front of a supercharged home crowd on a dry but blustery day in dublin  ireland tore into the white-shirted visitors from the kick-off and made their intentions clear when o gara landed a fourth-minute drop-goal.
england fly-half charlie hodgson nailed the conversion from out on the left  but almost immediately o gara  winning his 50th cap  answered with two penalties in quick succession.
from the line-out  the ball was recycled back to o gara  who stroked his second drop-goal  this time off the right upright.
o gara missed a penalty which would have put ireland nine points clear  and the home crowd breathed a sigh of relief when hodgson s cross-kick was fumbled by lock ben kay near the line.
j robinson (capt); m cueto  j noon  o barkley  j lewsey; c hodgson  h ellis; g rowntree  s thompson  m stevens; d grewcock  b kay; j worsley  l moody  m corry.","mr hague  43  told the daily telegraph he would now find a life dominated by politics too  boring  and unfulfilling.
tim collins  the shadow education secretary  said last week it would be a  huge boost  to the party if mr hague returned to the front bench.
mr hague became an mp at 27 and leader of the opposition at 36."
"while work has been done to make some of the components that can move light around  before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances.
dr paniccia said that the structure of silicon meant that when laser light passed through it  some colliding photons rip electrons off the atoms within the material.
but the intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light.
dr paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.","mr brown has signed a debt relief deal with tanzania which could cost the uk £1 billion.
on top of the relief deal with tanzania mr brown said the uk would make similar offers to 70 poorer nations around the world.
mr brown  on a week-long tour of africa  spent two days in tanzania before heading on friday evening to mozambique  a country where more than half of the 17-million population lives below the poverty line."
"i hope my body will hold up   said hingis.
only last year she insisted that a comeback was unlikely  but speaking in thaliand hingis admitted:  i said that because i didn t know what would happen with my body.","they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65.
in four days  britain s biggest union unison will start balloting 800 000 local government workers on strikes.
it is just weeks before new regulations are introduced to raise the pension age of local government workers.
the five unions meeting mr prescott want the government to withdraw these regulations."
"lib dems target the student vote students can decide the fate of mps in some seats at the next election  liberal democrat leader charles kennedy has claimed.
the lib dems say scrapping university fees wins them student support.
they are committed to abandoning labour s targets of getting 50% of 18 to 30-year-olds going into higher education and under lib dem plans students would even have to study near home.
the lib dem analysis of the difference students could make to its election chances is based on all students being registered to vote near their university  not in their home towns.","jp morgan admits us slavery links thousands of slaves were accepted as collateral for loans by two banks that later became part of jp morgan chase.
the admission is part of an apology sent to jp morgan staff after the bank researched its links to slavery in order to meet legislation in chicago."
"a windows virus called bofra is turning infected machines into distributors of its malicious code.
those clicking on the poisoned links in e-mail messages sent out by infected machines may fall victim to the virus.
essentially  bofra turns infected machines into small web servers that happily dole out copies of the virus.
clearswift said that fact that no viral code travels in the e-mail messages sent out by machines infected by bofra could hamper effects to limit its spread.","us retail sales surge in december us retail sales ended the year on a high note with solid gains in december  boosted by strong car sales.
sales for the year also broke through the $4 trillion mark for the first time - with annual sales coming in at $4.06 trillion however  if automotives are excluded from december s data  retail sales rose just 0.3% on the month.
but as well as hitting the shops  more us consumers were going online or using mail order for their purchases - with non-store retailers seeing sales rise by 1.9%."
"new rules tackle  sham weddings  new rules on marriage for foreign nationals living in the uk are coming into force.
the home office says the new rules are aimed at reducing the number of sham marriages  of which there are estimated to be up to 15 000 a year.
but from tuesday all non-eu nationals  apart from citizens of switzerland  liechtenstein  iceland or norway  intending to wed in the uk must either obtain a visa allowing them to get married before they enter the country or apply for a home office  certificate of marriage approval .
we ll be looking for people whose right to marry is breached and we ll be looking at taking a case on this to the human rights court   ms beynon said.
the role of registrars who under the asylum and immigration act 1999 were obliged to report suspected sham marriages to the home office  has been key in many prosecutions.","profits stall at china s lenovo profits at chinese computer firm lenovo have stood still amid slowing demand at home and stiffening competition.
but western firms such as dell and hewlett-packard are also mounting a more solid fight for market share in china  and lenovo s sales were down 3.7% by revenue to hk$6.31bn."
"howard pitches for uk ethnic vote michael howard is to make a pitch for britain s ethnic vote urging people who feel  taken for granted  by tony blair to vote conservative.
lib dem president simon hughes branded mr howard  arrogant and wrong  for claiming the tories were the  natural party  for britain s ethnic minorities.","honda wins china copyright ruling japan s honda has won a copyright case in beijing  further evidence that china is taking a tougher line on protecting intellectual property rights.
earlier this week china said that in future it will punish violators of intellectual property rights with up to seven years in jail.
last month the eu said it will start monitoring china  ukraine and russia to ensure they are going after pirated goods."
"mr straw  visiting beijing  noted arms embargoes applied to china  burma and zimbabwe but not to north korea  which he said had a terrible rights record.
the result of any decision [to lift the arms embargo] should not be an increase in arms exports from european union member states to china  either in quantitative or qualitative terms   mr straw said.
he said mr straw was  naive beyond belief  if he accepted china s claim it does not want the ban lifted in order to buy weapons.
but mr straw insisted the eu s code of conduct on arms exports meant tough criteria on human rights still had to be met if the embargo was lifted.","argentina  venezuela in oil deal argentina and venezuela have extended a food-for-oil deal  which helped the former to overcome a severe energy crisis last year.
argentine president nestor kirchner and venezuelan president hugo chavez signed the deal in buenos aires on tuesday."
"however  a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in 2005 as global technology demand falls back.
the economy s poor performance in the july to september period followed four consecutive quarters of double-digit growth as singapore bounced back strongly from the effects of the deadly sars virus in 2003.","shares in borussia dortmund  germany s only stock-market listed football club  dropped by almost 23% to 2.05 euros during early afternoon trading.
stephen schechter  a uk investment banker who has held talks with borussia dortmund over a possible bond sale  said the club needs a capital injection of 35m euros."
"he is still a quality player and knows where the net is - we have just got to supply him with ammunition and  in the end  we did   keegan said.
fowler s double strike helped city come back from two goals down to clinch a dramatic win at carrow road and keegan sympathised with norwich boss nigel worthington afterwards.","indonesians face fuel price rise indonesia s government has confirmed it is considering raising fuel prices by as much as 30%.
since president yudhoyono s government came to power in october  it has indicated its intention of raising domestic fuel prices by cutting subsidies."
"could rivalry overshadow election  tony blair and gordon brown are desperately trying to stuff the genie of their rivalry back into the bottle.
tony blair will seek to reassure labour mps on monday evening at their first meeting of the new year at westminster - a behind-closed doors meeting which gordon brown is thought likely to also attend to show unity.
lord haskins even suggested mr blair should reinstate mr brown as the central figure in the election planning.
they believe they will be fighting the next election with the sounds of open warfare between the two men ringing in their ears.
for his part  mr brown insists his only motivation was to get labour re-elected.
one only had to listen to the chancellor s friend and former spin chief charlie whelan last week to understand that there is a real anger from this camp at the prime minister s apparent attempts to confound mr brown s leadership ambitions.","macy s owner buys rival for $11bn us retail giant federated department stores is to buy rival may department stores for $11bn (£5.7bn).
we have taken the first step toward combining two of the best department store companies in america  creating a new retail company with truly national scope and presence   said terry lundgren  federated s chairman."
"mps criticise child access system divorced parents seeking access to their children are often disadvantaged by the legal system  mps have said.
they said the law should be changed to require family courts specifically to take account of the importance of sustaining the relationship between the child and the non-resident parent in contested cases.
this would  reassert the rights of non-resident parents to contact with their children  as well as the rights of children to contact with both their parents  while maintaining sufficient flexibility to cope with issues of safety   they said.",but rusedski was unable to take to the court because of a problem with the left-hand side of his rib-cage.
"news corp eyes video games market news corp  the media company controlled by australian billionaire rupert murdoch  is eyeing a move into the video games market.
according to the financial times  chief operating officer peter chernin said that news corp is  kicking the tires of pretty much all video games companies .","tory co-chairman liam fox has opened proceedings with a speech criticising tony blair s record in government.
he also attacked the government s  failure  to control immigration and asylum and criticised its record on the nhs  telling delegates labour cannot be trusted on education or crime."
coyne (burnley)  jones (wolves)  roberts (wrexham)  collins (sunderland)  edwards (wolves)  gabbidon (cardiff)  page (cardiff)  partridge (motherwell)  ricketts (swansea)  roberts (tranmere)  weston (cardiff)  davies (tottenham)  fletcher (west ham)  giggs (man utd)  koumas (west brom)  robinson (sunderland)  savage (blackburn)  williams (west ham)  bellamy (newcastle)  earnshaw (west brom)  hartson (celtic).,"boeing  in contrast to european rival airbus  hopes airlines will want to fly smaller aircraft over longer distances.
boeing plans to offer twin-engine planes that are able to fly direct to many of the world s airports  getting rid of the need for connecting flights.
airbus is now where boeing was a few years ago  with its product range  said flight international s mr learmount.
both boeing and airbus have been taking orders for their new planes.
boeing said it expected to sell about 500 of its 777-200lr planes over the next 20 years."
"honda wins china copyright ruling japan s honda has won a copyright case in beijing  further evidence that china is taking a tougher line on protecting intellectual property rights.
earlier this week china said that in future it will punish violators of intellectual property rights with up to seven years in jail.
last month the eu said it will start monitoring china  ukraine and russia to ensure they are going after pirated goods.","spam e-mails tempt net shoppers computer users across the world continue to ignore security warnings about spam e-mails and are being lured into buying goods  a report suggests.
the research  which covered 6 000 people in six countries and their attitudes towards junk e-mails  revealed that brazilians were the most likely to read spam.
a third of them read unsolicited junk e-mail and 66% buy goods or services after receiving spam."
"tautou film tops cesar prize nods french film a very long engagement has received 12 nominations for france s cesar film awards  despite a recent ruling it was  not french enough .
the ruling meant the movie - which was filmed in france and used french actors and technicians - was not eligible to compete for french prizes.","plan to give elderly care control elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.
ministers say elderly and disabled people themselves  not social workers  should be able to decide on their care and stay in their own homes.
they also want to set up a new  half-way house  where social workers tell people how much money is available for their care and help them choose how to spend that  individual budget .
the tories say people who pay for three years  long-term care directly or through insurance should be guaranteed free care for the rest of their lives."
